scenario,y_true,video_path,video_index,sample_in_video,frame_index,sample_idx_global,yolo_pred,yolo_conf,lat_yolo_ms,gemma_full_pred,gemma_full_decision,lat_gemma_full_ms,periodic_k,periodic_called,periodic_pred,periodic_gemma_decision,lat_periodic_ms
fire_videos,1,detectium_fire/fire/00e18d86-3389d8dc.mp4,1,20,1499,20,1,0.8176456689834595,8.480129999952624,1,REAL_FIRE,2300.752832999933,5,True,1,REAL_FIRE,2146.206171000813
fire_videos,1,detectium_fire/fire/02ced98b-b85f206e.mp4,2,1,0,21,1,0.6195453405380249,8.67776999984926,1,REAL_FIRE,2288.2291370005987,5,False,1,,8.67776999984926
fire_videos,1,detectium_fire/fire/02ced98b-b85f206e.mp4,2,2,36,22,1,0.7010456323623657,8.506651000061538,1,REAL_FIRE,2287.7912660005677,5,False,1,,8.506651000061538
fire_videos,1,detectium_fire/fire/02ced98b-b85f206e.mp4,2,3,71,23,1,0.6853015422821045,9.29009900028177,1,REAL_FIRE,2480.1343089984584,5,False,1,,9.29009900028177
fire_videos,1,detectium_fire/fire/02ced98b-b85f206e.mp4,2,4,107,24,1,0.6762717962265015,8.471749999444,1,REAL_FIRE,2282.7370340000925,5,False,1,,8.471749999444
fire_videos,1,detectium_fire/fire/02ced98b-b85f206e.mp4,2,5,143,25,1,0.6761537790298462,8.517600999766728,1,REAL_FIRE,2349.568769999678,5,True,1,REAL_FIRE,2292.7206069998647
fire_videos,1,detectium_fire/fire/02ced98b-b85f206e.mp4,2,6,179,26,1,0.673395037651062,8.634281000922783,1,REAL_FIRE,2550.939404000019,5,False,1,,8.634281000922783
fire_videos,1,detectium_fire/fire/02ced98b-b85f206e.mp4,2,7,214,27,1,0.6880759596824646,8.455380999293993,1,REAL_FIRE,2285.491959000865,5,False,1,,8.455380999293993
fire_videos,1,detectium_fire/fire/02ced98b-b85f206e.mp4,2,8,250,28,1,0.6102252006530762,8.600710998507566,1,REAL_FIRE,2545.3936339999927,5,False,1,,8.600710998507566
fire_videos,1,detectium_fire/fire/02ced98b-b85f206e.mp4,2,9,286,29,1,0.7049199342727661,8.413020999796572,1,REAL_FIRE,2415.7909130008193,5,False,1,,8.413020999796572
fire_videos,1,detectium_fire/fire/02ced98b-b85f206e.mp4,2,10,322,30,1,0.6868683695793152,8.570130999942194,1,REAL_FIRE,2220.642268001029,5,True,1,REAL_FIRE,2229.357935000735
fire_videos,1,detectium_fire/fire/02ced98b-b85f206e.mp4,2,11,357,31,1,0.6903693079948425,8.599860999311204,1,REAL_FIRE,2282.478353999977,5,False,1,,8.599860999311204
fire_videos,1,detectium_fire/fire/02ced98b-b85f206e.mp4,2,12,393,32,1,0.588957667350769,8.53848100086907,1,REAL_FIRE,2348.672883999825,5,False,1,,8.53848100086907
fire_videos,1,detectium_fire/fire/02ced98b-b85f206e.mp4,2,13,429,33,1,0.7066059708595276,8.531221001248923,1,REAL_FIRE,2416.5168019990233,5,False,1,,8.531221001248923
fire_videos,1,detectium_fire/fire/02ced98b-b85f206e.mp4,2,14,465,34,1,0.7106842398643494,9.318779999375693,1,REAL_FIRE,2353.7749189999886,5,False,1,,9.318779999375693
fire_videos,1,detectium_fire/fire/02ced98b-b85f206e.mp4,2,15,500,35,1,0.6892256140708923,8.499751000272227,1,REAL_FIRE,2549.3090540003323,5,True,1,REAL_FIRE,2291.8689620018995
fire_videos,1,detectium_fire/fire/02ced98b-b85f206e.mp4,2,16,536,36,1,0.6858389973640442,8.610300999862375,1,REAL_FIRE,2484.5356840014574,5,False,1,,8.610300999862375
fire_videos,1,detectium_fire/fire/02ced98b-b85f206e.mp4,2,17,572,37,1,0.690215528011322,8.512442000210285,1,REAL_FIRE,2085.336782000013,5,False,1,,8.512442000210285
fire_videos,1,detectium_fire/fire/02ced98b-b85f206e.mp4,2,18,608,38,1,0.664808988571167,8.563850999053102,1,REAL_FIRE,2477.936453999064,5,False,1,,8.563850999053102
fire_videos,1,detectium_fire/fire/02ced98b-b85f206e.mp4,2,19,643,39,1,0.675347626209259,8.565150999856996,1,REAL_FIRE,2481.206205999115,5,False,1,,8.565150999856996
fire_videos,1,detectium_fire/fire/02ced98b-b85f206e.mp4,2,20,679,40,1,0.6417572498321533,8.515781000824063,1,REAL_FIRE,2286.5508409995527,5,True,1,REAL_FIRE,2362.0559720020537
fire_videos,1,detectium_fire/fire/0c49baf8-38e711ad.mp4,3,1,0,41,1,0.8044502139091492,8.690900998772122,1,REAL_FIRE,2262.7725179991103,5,False,1,,8.690900998772122
fire_videos,1,detectium_fire/fire/0c49baf8-38e711ad.mp4,3,2,5,42,1,0.8389915823936462,8.587922000515391,1,REAL_FIRE,2279.3105589989864,5,False,1,,8.587922000515391
fire_videos,1,detectium_fire/fire/0c49baf8-38e711ad.mp4,3,3,10,43,1,0.7319728136062622,8.438552000370692,1,REAL_FIRE,2221.7483809999976,5,False,1,,8.438552000370692
fire_videos,1,detectium_fire/fire/0c49baf8-38e711ad.mp4,3,4,15,44,1,0.7752588987350464,8.668190999742365,1,REAL_FIRE,2677.7673039996444,5,False,1,,8.668190999742365
fire_videos,1,detectium_fire/fire/0c49baf8-38e711ad.mp4,3,5,20,45,1,0.7265987992286682,9.331870000096387,1,REAL_FIRE,2218.172652999783,5,True,1,REAL_FIRE,2363.8464329997078
fire_videos,1,detectium_fire/fire/0c49baf8-38e711ad.mp4,3,6,25,46,1,0.8072709441184998,8.463871999992989,1,REAL_FIRE,2153.9699049990304,5,False,1,,8.463871999992989
fire_videos,1,detectium_fire/fire/0c49baf8-38e711ad.mp4,3,7,30,47,1,0.8329655528068542,8.503480999934254,1,REAL_FIRE,2212.9024540008686,5,False,1,,8.503480999934254
fire_videos,1,detectium_fire/fire/0c49baf8-38e711ad.mp4,3,8,35,48,1,0.8047154545783997,8.42863199977728,1,REAL_FIRE,2154.5583970000735,5,False,1,,8.42863199977728
fire_videos,1,detectium_fire/fire/0c49baf8-38e711ad.mp4,3,9,40,49,1,0.7388759851455688,8.527971000148682,1,REAL_FIRE,2218.0928050001967,5,False,1,,8.527971000148682
fire_videos,1,detectium_fire/fire/0c49baf8-38e711ad.mp4,3,10,45,50,1,0.8277554512023926,8.490221000101883,1,REAL_FIRE,2283.1281519993354,5,True,1,REAL_FIRE,2223.5427549985616
fire_videos,1,detectium_fire/fire/0c49baf8-38e711ad.mp4,3,11,50,51,1,0.7622135281562805,8.67544100037776,1,REAL_FIRE,2218.6483329987823,5,False,1,,8.67544100037776
fire_videos,1,detectium_fire/fire/0c49baf8-38e711ad.mp4,3,12,55,52,1,0.7766227722167969,9.125630000198726,1,REAL_FIRE,2282.004242999392,5,False,1,,9.125630000198726
fire_videos,1,detectium_fire/fire/0c49baf8-38e711ad.mp4,3,13,60,53,1,0.6419123411178589,9.106809999138932,1,REAL_FIRE,2347.9994179997448,5,False,1,,9.106809999138932
fire_videos,1,detectium_fire/fire/0c49baf8-38e711ad.mp4,3,14,65,54,1,0.760389506816864,8.656381000037072,1,REAL_FIRE,2281.561148000037,5,False,1,,8.656381000037072
fire_videos,1,detectium_fire/fire/0c49baf8-38e711ad.mp4,3,15,70,55,1,0.7293746471405029,8.609881999291247,1,REAL_FIRE,2346.293926000726,5,True,1,REAL_FIRE,2358.4973769993667
fire_videos,1,detectium_fire/fire/0c49baf8-38e711ad.mp4,3,16,75,56,1,0.778847336769104,9.603459000572911,1,REAL_FIRE,2228.945630000453,5,False,1,,9.603459000572911
fire_videos,1,detectium_fire/fire/0c49baf8-38e711ad.mp4,3,17,80,57,1,0.7522062063217163,8.880640998540912,1,REAL_FIRE,2151.1489519998577,5,False,1,,8.880640998540912
fire_videos,1,detectium_fire/fire/0c49baf8-38e711ad.mp4,3,18,85,58,1,0.7405502200126648,8.62423099897569,1,REAL_FIRE,2284.73742299866,5,False,1,,8.62423099897569
fire_videos,1,detectium_fire/fire/0c49baf8-38e711ad.mp4,3,19,90,59,1,0.4697597026824951,8.693832000062685,1,REAL_FIRE,2350.824418999764,5,False,1,,8.693832000062685
fire_videos,1,detectium_fire/fire/0c49baf8-38e711ad.mp4,3,20,95,60,1,0.4175233244895935,8.507291999194422,1,REAL_FIRE,2349.9506580010348,5,True,1,REAL_FIRE,2224.840379998568
fire_videos,1,detectium_fire/fire/1143090886.mp4,4,1,0,61,0,0.0,26.1440650010627,1,REAL_FIRE,2364.301540001179,5,False,0,,26.1440650010627
fire_videos,1,detectium_fire/fire/1143090886.mp4,4,2,28,62,0,0.0,16.594135000559618,1,REAL_FIRE,2297.9018879996147,5,False,0,,16.594135000559618
fire_videos,1,detectium_fire/fire/1143090886.mp4,4,3,56,63,1,0.3370051383972168,38.20643899962306,1,REAL_FIRE,2096.183011000903,5,False,1,,38.20643899962306
fire_videos,1,detectium_fire/fire/1143090886.mp4,4,4,84,64,0,0.0,37.742250999144744,1,REAL_FIRE,2232.3729590007133,5,False,0,,37.742250999144744
fire_videos,1,detectium_fire/fire/1143090886.mp4,4,5,111,65,1,0.4937332570552826,38.34663900124724,1,REAL_FIRE,2231.6343180009426,5,True,1,REAL_FIRE,2268.8506940012303
fire_videos,1,detectium_fire/fire/1143090886.mp4,4,6,139,66,1,0.474936306476593,38.032259999454254,1,REAL_FIRE,2299.583726999117,5,False,1,,38.032259999454254
fire_videos,1,detectium_fire/fire/1143090886.mp4,4,7,167,67,1,0.313761442899704,37.51754099903337,1,REAL_FIRE,2365.068897001038,5,False,1,,37.51754099903337
fire_videos,1,detectium_fire/fire/1143090886.mp4,4,8,195,68,1,0.5177806615829468,37.73128000102588,1,REAL_FIRE,2094.104060999598,5,False,1,,37.73128000102588
fire_videos,1,detectium_fire/fire/1143090886.mp4,4,9,223,69,1,0.5946769118309021,38.03105000042706,1,REAL_FIRE,2300.9623650013964,5,False,1,,38.03105000042706
fire_videos,1,detectium_fire/fire/1143090886.mp4,4,10,251,70,1,0.49864351749420166,38.082930999735254,1,REAL_FIRE,2229.642230000536,5,True,1,REAL_FIRE,2354.5652349985176
fire_videos,1,detectium_fire/fire/1143090886.mp4,4,11,278,71,1,0.27494460344314575,37.979370999892126,1,REAL_FIRE,2295.4562940012693,5,False,1,,37.979370999892126
fire_videos,1,detectium_fire/fire/1143090886.mp4,4,12,306,72,1,0.44998154044151306,37.925541000731755,1,REAL_FIRE,2293.9983350006514,5,False,1,,37.925541000731755
fire_videos,1,detectium_fire/fire/1143090886.mp4,4,13,334,73,1,0.41032400727272034,37.51721200023894,1,REAL_FIRE,2093.5445869999967,5,False,1,,37.51721200023894
fire_videos,1,detectium_fire/fire/1143090886.mp4,4,14,362,74,1,0.2725086510181427,37.80250099953264,1,REAL_FIRE,2093.3916729991324,5,False,1,,37.80250099953264
fire_videos,1,detectium_fire/fire/1143090886.mp4,4,15,390,75,0,0.0,37.6426620005077,1,REAL_FIRE,2095.949433998612,5,True,1,REAL_FIRE,2397.4917939995066
fire_videos,1,detectium_fire/fire/1143090886.mp4,4,16,418,76,1,0.31673508882522583,36.22922500107961,1,REAL_FIRE,2095.8503639994888,5,False,1,,36.22922500107961
fire_videos,1,detectium_fire/fire/1143090886.mp4,4,17,445,77,0,0.0,37.54038199986098,1,REAL_FIRE,2363.702397000452,5,False,0,,37.54038199986098
fire_videos,1,detectium_fire/fire/1143090886.mp4,4,18,473,78,0,0.0,38.557440999284154,1,REAL_FIRE,2157.424629000161,5,False,0,,38.557440999284154
fire_videos,1,detectium_fire/fire/1143090886.mp4,4,19,501,79,1,0.33964836597442627,37.042172998553724,1,REAL_FIRE,2095.5700920003437,5,False,1,,37.042172998553724
fire_videos,1,detectium_fire/fire/1143090886.mp4,4,20,529,80,1,0.2511274218559265,38.00451200004318,1,REAL_FIRE,2363.0842870006745,5,True,1,REAL_FIRE,2329.14885199898
fire_videos,1,detectium_fire/fire/11912108_2160_3840_60fps.mp4,5,1,0,81,1,0.2995758354663849,89.4978460000857,1,REAL_FIRE,2657.152207000763,5,False,1,,89.4978460000857
fire_videos,1,detectium_fire/fire/11912108_2160_3840_60fps.mp4,5,2,11,82,1,0.3966425657272339,64.3232780003018,1,REAL_FIRE,2385.3845609992277,5,False,1,,64.3232780003018
fire_videos,1,detectium_fire/fire/11912108_2160_3840_60fps.mp4,5,3,22,83,1,0.5220723748207092,74.20817800084478,1,REAL_FIRE,2398.5142420006014,5,False,1,,74.20817800084478
fire_videos,1,detectium_fire/fire/11912108_2160_3840_60fps.mp4,5,4,32,84,1,0.5121258497238159,73.50619000135339,1,REAL_FIRE,2321.851083999718,5,False,1,,73.50619000135339
fire_videos,1,detectium_fire/fire/11912108_2160_3840_60fps.mp4,5,5,43,85,1,0.3706927001476288,63.12969099963084,1,REAL_FIRE,2381.2342599994736,5,True,1,REAL_FIRE,2379.6689589999005
fire_videos,1,detectium_fire/fire/11912108_2160_3840_60fps.mp4,5,6,54,86,0,0.0,64.73505800022394,1,REAL_FIRE,2321.122594999906,5,False,0,,64.73505800022394
fire_videos,1,detectium_fire/fire/11912108_2160_3840_60fps.mp4,5,7,65,87,1,0.8022307753562927,57.84353200033365,1,REAL_FIRE,2190.722175000701,5,False,1,,57.84353200033365
fire_videos,1,detectium_fire/fire/11912108_2160_3840_60fps.mp4,5,8,76,88,1,0.7363641858100891,65.74501599970972,1,REAL_FIRE,2587.7283659992827,5,False,1,,65.74501599970972
fire_videos,1,detectium_fire/fire/11912108_2160_3840_60fps.mp4,5,9,86,89,1,0.3312222957611084,56.98436400052742,1,REAL_FIRE,2386.0186130004877,5,False,1,,56.98436400052742
fire_videos,1,detectium_fire/fire/11912108_2160_3840_60fps.mp4,5,10,97,90,1,0.38984060287475586,72.27492400124902,1,REAL_FIRE,2323.3516559994314,5,True,1,REAL_FIRE,2388.426439001705
fire_videos,1,detectium_fire/fire/11912108_2160_3840_60fps.mp4,5,11,108,91,1,0.586302638053894,67.99194300037925,1,REAL_FIRE,2342.7010779996635,5,False,1,,67.99194300037925
fire_videos,1,detectium_fire/fire/11912108_2160_3840_60fps.mp4,5,12,119,92,1,0.4549657702445984,66.0331369999767,1,REAL_FIRE,2255.8181499989587,5,False,1,,66.0331369999767
fire_videos,1,detectium_fire/fire/11912108_2160_3840_60fps.mp4,5,13,129,93,1,0.32587650418281555,73.73583200023859,1,REAL_FIRE,2460.8059140009573,5,False,1,,73.73583200023859
fire_videos,1,detectium_fire/fire/11912108_2160_3840_60fps.mp4,5,14,140,94,1,0.5230011343955994,74.7902189996239,1,REAL_FIRE,2387.8819569999905,5,False,1,,74.7902189996239
fire_videos,1,detectium_fire/fire/11912108_2160_3840_60fps.mp4,5,15,151,95,1,0.732825517654419,63.25487200047064,1,REAL_FIRE,2315.335748999132,5,True,1,REAL_FIRE,2307.887749000656
fire_videos,1,detectium_fire/fire/11912108_2160_3840_60fps.mp4,5,16,162,96,1,0.34172481298446655,61.90111499927298,1,REAL_FIRE,2442.8439050007,5,False,1,,61.90111499927298
fire_videos,1,detectium_fire/fire/11912108_2160_3840_60fps.mp4,5,17,173,97,1,0.33694684505462646,69.01637200098776,1,REAL_FIRE,2322.5059939995845,5,False,1,,69.01637200098776
fire_videos,1,detectium_fire/fire/11912108_2160_3840_60fps.mp4,5,18,183,98,1,0.6499407887458801,78.41086299958988,1,REAL_FIRE,2671.195864000765,5,False,1,,78.41086299958988
fire_videos,1,detectium_fire/fire/11912108_2160_3840_60fps.mp4,5,19,194,99,0,0.0,65.7751590006228,1,REAL_FIRE,2384.000923999338,5,False,0,,65.7751590006228
fire_videos,1,detectium_fire/fire/11912108_2160_3840_60fps.mp4,5,20,205,100,1,0.26429736614227295,75.35886000005121,1,REAL_FIRE,2397.007045999999,5,True,1,REAL_FIRE,2414.2685369988612
fire_videos,1,detectium_fire/fire/11925032_1920_1080_25fps.mp4,6,1,0,101,1,0.43608391284942627,16.87900599972636,1,REAL_FIRE,2219.832108999981,5,False,1,,16.87900599972636
fire_videos,1,detectium_fire/fire/11925032_1920_1080_25fps.mp4,6,2,14,102,1,0.48297420144081116,16.776817001300515,1,REAL_FIRE,2552.3018129988486,5,False,1,,16.776817001300515
fire_videos,1,detectium_fire/fire/11925032_1920_1080_25fps.mp4,6,3,28,103,1,0.4532046616077423,37.554926000666455,1,REAL_FIRE,2224.8140089996014,5,False,1,,37.554926000666455
fire_videos,1,detectium_fire/fire/11925032_1920_1080_25fps.mp4,6,4,42,104,1,0.4243742823600769,37.95577399978356,1,REAL_FIRE,2288.0895390007936,5,False,1,,37.95577399978356
fire_videos,1,detectium_fire/fire/11925032_1920_1080_25fps.mp4,6,5,56,105,1,0.438411682844162,37.69855500104313,1,REAL_FIRE,2287.1135360001063,5,True,1,REAL_FIRE,2590.144372001305
fire_videos,1,detectium_fire/fire/11925032_1920_1080_25fps.mp4,6,6,71,106,1,0.3900530934333801,37.95421500035445,1,REAL_FIRE,2549.737807999918,5,False,1,,37.95421500035445
fire_videos,1,detectium_fire/fire/11925032_1920_1080_25fps.mp4,6,7,85,107,1,0.3854929208755493,22.225316000913153,1,REAL_FIRE,2222.4155700005213,5,False,1,,22.225316000913153
fire_videos,1,detectium_fire/fire/11925032_1920_1080_25fps.mp4,6,8,99,108,1,0.4055233299732208,25.012010000864393,1,REAL_FIRE,2285.7441889991605,5,False,1,,25.012010000864393
fire_videos,1,detectium_fire/fire/11925032_1920_1080_25fps.mp4,6,9,113,109,1,0.5415705442428589,25.56055900095089,1,REAL_FIRE,2357.768853999005,5,False,1,,25.56055900095089
fire_videos,1,detectium_fire/fire/11925032_1920_1080_25fps.mp4,6,10,127,110,1,0.4476008415222168,25.556439999490976,1,REAL_FIRE,2624.0946060006536,5,True,1,REAL_FIRE,2577.5358249993587
fire_videos,1,detectium_fire/fire/11925032_1920_1080_25fps.mp4,6,11,141,111,1,0.4287606179714203,16.807157000584994,1,REAL_FIRE,2555.7064529984928,5,False,1,,16.807157000584994
fire_videos,1,detectium_fire/fire/11925032_1920_1080_25fps.mp4,6,12,155,112,1,0.2674839198589325,19.474401999104884,1,REAL_FIRE,2625.4215230001137,5,False,1,,19.474401999104884
fire_videos,1,detectium_fire/fire/11925032_1920_1080_25fps.mp4,6,13,169,113,1,0.533062756061554,20.105751000301098,1,REAL_FIRE,2624.667170999601,5,False,1,,20.105751000301098
fire_videos,1,detectium_fire/fire/11925032_1920_1080_25fps.mp4,6,14,183,114,1,0.38615113496780396,21.1447589990712,1,REAL_FIRE,2347.6764480001293,5,False,1,,21.1447589990712
fire_videos,1,detectium_fire/fire/11925032_1920_1080_25fps.mp4,6,15,197,115,1,0.411938339471817,21.734948000812437,1,REAL_FIRE,2281.2201630003983,5,True,1,REAL_FIRE,2373.514389000775
fire_videos,1,detectium_fire/fire/11925032_1920_1080_25fps.mp4,6,16,212,116,1,0.4659973382949829,24.771811000391608,1,REAL_FIRE,2352.3541649992694,5,False,1,,24.771811000391608
fire_videos,1,detectium_fire/fire/11925032_1920_1080_25fps.mp4,6,17,226,117,1,0.41723230481147766,25.319530999695417,1,REAL_FIRE,2554.058529000031,5,False,1,,25.319530999695417
fire_videos,1,detectium_fire/fire/11925032_1920_1080_25fps.mp4,6,18,240,118,1,0.41163188219070435,23.306315000809263,1,REAL_FIRE,2557.7492080010416,5,False,1,,23.306315000809263
fire_videos,1,detectium_fire/fire/11925032_1920_1080_25fps.mp4,6,19,254,119,1,0.43323901295661926,36.30889899977774,1,REAL_FIRE,2297.988468000767,5,False,1,,36.30889899977774
fire_videos,1,detectium_fire/fire/11925032_1920_1080_25fps.mp4,6,20,268,120,1,0.5108315944671631,36.168340000585886,1,REAL_FIRE,2225.835472001563,5,True,1,REAL_FIRE,2531.4190260014584
fire_videos,1,detectium_fire/fire/11925038_1920_1080_25fps.mp4,7,1,0,121,1,0.8298915028572083,33.832623999842326,1,REAL_FIRE,2556.3336440009152,5,False,1,,33.832623999842326
fire_videos,1,detectium_fire/fire/11925038_1920_1080_25fps.mp4,7,2,17,122,1,0.846058189868927,36.514258999886806,1,REAL_FIRE,2490.3471359994,5,False,1,,36.514258999886806
fire_videos,1,detectium_fire/fire/11925038_1920_1080_25fps.mp4,7,3,33,123,1,0.8494242429733276,37.65551700053038,1,REAL_FIRE,2229.0667050001503,5,False,1,,37.65551700053038
fire_videos,1,detectium_fire/fire/11925038_1920_1080_25fps.mp4,7,4,50,124,1,0.8572913408279419,41.80175900000904,1,REAL_FIRE,2292.61011699964,5,False,1,,41.80175900000904
fire_videos,1,detectium_fire/fire/11925038_1920_1080_25fps.mp4,7,5,67,125,1,0.8778463006019592,36.518610000712215,1,REAL_FIRE,2560.569236999072,5,True,1,REAL_FIRE,2263.3596020004916
fire_videos,1,detectium_fire/fire/11925038_1920_1080_25fps.mp4,7,6,83,126,1,0.8660534024238586,36.257719999412075,1,REAL_FIRE,2229.6627720006654,5,False,1,,36.257719999412075
fire_videos,1,detectium_fire/fire/11925038_1920_1080_25fps.mp4,7,7,100,127,1,0.8808079361915588,36.946198999430635,1,REAL_FIRE,2495.3917279999587,5,False,1,,36.946198999430635
fire_videos,1,detectium_fire/fire/11925038_1920_1080_25fps.mp4,7,8,116,128,1,0.8864554166793823,36.328539999885834,1,REAL_FIRE,2561.6686859993933,5,False,1,,36.328539999885834
fire_videos,1,detectium_fire/fire/11925038_1920_1080_25fps.mp4,7,9,133,129,1,0.8881984353065491,36.249599999791826,1,REAL_FIRE,2568.5256390006543,5,False,1,,36.249599999791826
fire_videos,1,detectium_fire/fire/11925038_1920_1080_25fps.mp4,7,10,150,130,1,0.8764744997024536,36.51355999863881,1,REAL_FIRE,2296.1414250003145,5,True,1,REAL_FIRE,2261.1425549985142
fire_videos,1,detectium_fire/fire/11925038_1920_1080_25fps.mp4,7,11,166,131,1,0.8765120506286621,26.39660000022559,1,REAL_FIRE,2296.150822998243,5,False,1,,26.39660000022559
fire_videos,1,detectium_fire/fire/11925038_1920_1080_25fps.mp4,7,12,183,132,1,0.8803608417510986,36.23223099930328,1,REAL_FIRE,2294.91065000002,5,False,1,,36.23223099930328
fire_videos,1,detectium_fire/fire/11925038_1920_1080_25fps.mp4,7,13,200,133,1,0.8793516159057617,36.35675000077754,1,REAL_FIRE,2557.4727759994857,5,False,1,,36.35675000077754
fire_videos,1,detectium_fire/fire/11925038_1920_1080_25fps.mp4,7,14,216,134,1,0.8727036118507385,36.28012999979546,1,REAL_FIRE,2357.6142319998326,5,False,1,,36.28012999979546
fire_videos,1,detectium_fire/fire/11925038_1920_1080_25fps.mp4,7,15,233,135,1,0.6478219628334045,36.28612100146711,1,REAL_FIRE,2626.756554998792,5,True,1,REAL_FIRE,2593.1500650021917
fire_videos,1,detectium_fire/fire/11925038_1920_1080_25fps.mp4,7,16,249,136,1,0.5730004906654358,36.478940999586484,1,REAL_FIRE,2339.830200000506,5,False,1,,36.478940999586484
fire_videos,1,detectium_fire/fire/11925038_1920_1080_25fps.mp4,7,17,266,137,1,0.4803824722766876,35.08825400058413,1,REAL_FIRE,2267.2485309994954,5,False,1,,35.08825400058413
fire_videos,1,detectium_fire/fire/11925038_1920_1080_25fps.mp4,7,18,283,138,1,0.6700863838195801,36.24677100015106,1,REAL_FIRE,2540.62852899915,5,False,1,,36.24677100015106
fire_videos,1,detectium_fire/fire/11925038_1920_1080_25fps.mp4,7,19,299,139,1,0.6108189821243286,36.307962000137195,1,REAL_FIRE,2273.1468389993097,5,False,1,,36.307962000137195
fire_videos,1,detectium_fire/fire/11925038_1920_1080_25fps.mp4,7,20,316,140,1,0.5869388580322266,36.20854099972348,1,REAL_FIRE,2230.141863999961,5,True,1,REAL_FIRE,2325.260748000801
fire_videos,1,detectium_fire/fire/11925054_1920_1080_25fps.mp4,8,1,0,141,1,0.6849650740623474,36.924261001331615,1,REAL_FIRE,2487.9495470013353,5,False,1,,36.924261001331615
